"","species_code","days","mass_init","mass_rem","fTreatment","fTub","sp_abrev","species","family","gf","gf_old","LAM","DMC","N","C","HC_1","HC_2","CL","LG","wt_type","HC","mRem","mInit","t"
"19","A",252,4420,2200,"inundated","A 1","J. amabilis","Juncus_amabilis","Juncaceae","AT","G",-1.17830949173589,0.921223334370638,-0.0167863179139217,0.633371215218599,NA,21.5534446122918,0.681608323849649,-0.289804195811311,"mean",0.902624392511577,7.69621263934641,8.39389497507174,0.69041095890411
"20","A",252,3990,2120,"inundated","A 2","J. amabilis","Juncus_amabilis","Juncaceae","AT","G",-1.17830949173589,0.921223334370638,-0.0167863179139217,0.633371215218599,NA,21.5534446122918,0.681608323849649,-0.289804195811311,"mean",0.902624392511577,7.65917136766606,8.29154650988391,0.69041095890411
"21","A",252,4000,1860,"inundated","A 3","J. amabilis","Juncus_amabilis","Juncaceae","AT","G",-1.17830949173589,0.921223334370638,-0.0167863179139217,0.633371215218599,NA,21.5534446122918,0.681608323849649,-0.289804195811311,"mean",0.902624392511577,7.52833176670725,8.29404964010203,0.69041095890411
"22","B",0,3870,3870,"inundated","B 1","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,8.26100978602383,8.26100978602383,0
"23","B",0,3870,3870,"inundated","B 2","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,8.26100978602383,8.26100978602383,0
"24","B",0,3870,3870,"inundated","B 3","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,8.26100978602383,8.26100978602383,0
"25","B",14,4230,2940,"inundated","B 1","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.98616486033273,8.34995727204032,0.0383561643835616
"26","B",14,3930,2840,"inundated","B 2","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.95155933115525,8.27639470486331,0.0383561643835616
"27","B",14,4090,2910,"inundated","B 3","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.97590836016554,8.31630024903685,0.0383561643835616
"28","B",28,4010,2470,"inundated","B 1","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.81197342962202,8.29654652030061,0.0767123287671233
"29","B",28,4230,2690,"inundated","B 2","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.89729647259588,8.34995727204032,0.0767123287671233
"30","B",28,4110,2290,"inundated","B 3","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.73630709654828,8.32117830749028,0.0767123287671233
"31","B",42,4320,2800,"inundated","B 1","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.9373746961633,8.37101068123816,0.115068493150685
"32","B",42,3930,2890,"inundated","B 2","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.96901178110648,8.27639470486331,0.115068493150685
"33","B",42,4130,2560,"inundated","B 3","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.84776253747361,8.32603268595508,0.115068493150685
"34","B",84,3940,2250,"inundated","B 1","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.71868549519847,8.27893600229198,0.23013698630137
"35","B",84,4110,2360,"inundated","B 2","C. eragrostis","Cyperus_eragrostis","Cyperaceae","AT","G",-0.0557357443513421,-0.18984542898261,-0.384126501946316,-0.887523456019025,5.72723541269181,25.3486952843375,-0.145592695513601,-1.65943277576317,"mean",2.2405443872141,7.76641689801966,8.32117830749028,0.23013698630137
